C0 (10266 genes)	C1 (10322 genes)
TRINITY_DN167588_c0_g1	TRINITY_DN167145_c0_g1
TRINITY_DN167600_c0_g1	TRINITY_DN167160_c0_g1
TRINITY_DN167605_c0_g1	TRINITY_DN167164_c0_g1
TRINITY_DN167608_c0_g1	TRINITY_DN167165_c0_g1
TRINITY_DN167610_c0_g1	TRINITY_DN167167_c0_g1
TRINITY_DN167614_c0_g1	TRINITY_DN167172_c0_g1
TRINITY_DN167618_c0_g1	TRINITY_DN167179_c0_g1
TRINITY_DN167623_c0_g1	TRINITY_DN167185_c0_g1
TRINITY_DN167637_c0_g1	TRINITY_DN167190_c0_g1
TRINITY_DN167642_c0_g1	TRINITY_DN167205_c0_g1
TRINITY_DN167643_c0_g1	TRINITY_DN167207_c0_g1
TRINITY_DN167648_c0_g1	TRINITY_DN167228_c0_g1
TRINITY_DN167653_c0_g1	TRINITY_DN167231_c0_g2
TRINITY_DN167669_c0_g1	TRINITY_DN167232_c0_g1
TRINITY_DN16770_c1_g1	TRINITY_DN167251_c0_g1
TRINITY_DN16772_c1_g1	TRINITY_DN167261_c0_g1
TRINITY_DN16818_c0_g4	TRINITY_DN167265_c0_g1
TRINITY_DN16833_c2_g1	TRINITY_DN167281_c0_g1
TRINITY_DN16833_c3_g1	TRINITY_DN167302_c0_g1
TRINITY_DN16849_c0_g2	TRINITY_DN167307_c0_g1
TRINITY_DN16868_c0_g1	TRINITY_DN167322_c0_g1
TRINITY_DN16889_c0_g2	TRINITY_DN167336_c0_g1
TRINITY_DN16917_c0_g1	TRINITY_DN167348_c0_g1
TRINITY_DN16941_c2_g1	TRINITY_DN167351_c0_g1
TRINITY_DN16961_c1_g1	TRINITY_DN167358_c0_g1
TRINITY_DN16980_c0_g1	TRINITY_DN16735_c2_g1
TRINITY_DN16983_c1_g3	TRINITY_DN167362_c0_g1
TRINITY_DN1700_c1_g1	TRINITY_DN167366_c0_g1
TRINITY_DN17013_c0_g1	TRINITY_DN167375_c0_g1
TRINITY_DN17044_c1_g1	TRINITY_DN167386_c0_g1
TRINITY_DN17046_c1_g1	TRINITY_DN167397_c0_g1
TRINITY_DN17077_c0_g1	TRINITY_DN167398_c0_g1
TRINITY_DN1707_c0_g3	TRINITY_DN167410_c0_g1
TRINITY_DN17141_c1_g4	TRINITY_DN167418_c0_g1
TRINITY_DN1714_c0_g2	TRINITY_DN167422_c0_g1
TRINITY_DN17187_c1_g1	TRINITY_DN167423_c0_g1
TRINITY_DN17196_c0_g3	TRINITY_DN167425_c0_g1
TRINITY_DN17202_c0_g1	TRINITY_DN167434_c0_g1
TRINITY_DN17204_c0_g1	TRINITY_DN167435_c0_g1
TRINITY_DN17204_c0_g3	TRINITY_DN167438_c0_g1
TRINITY_DN17210_c0_g2	TRINITY_DN167440_c0_g1
TRINITY_DN17212_c0_g1	TRINITY_DN167449_c0_g1
TRINITY_DN17232_c1_g1	TRINITY_DN167454_c0_g1
TRINITY_DN17240_c0_g1	TRINITY_DN167500_c0_g1
TRINITY_DN17258_c0_g1	TRINITY_DN167506_c0_g1
TRINITY_DN17287_c1_g1	TRINITY_DN167513_c0_g1
TRINITY_DN17302_c3_g1	TRINITY_DN167525_c0_g1
TRINITY_DN17304_c0_g1	TRINITY_DN167527_c0_g1
TRINITY_DN17311_c1_g1	TRINITY_DN167529_c0_g1
TRINITY_DN17323_c0_g1	TRINITY_DN167570_c0_g1
TRINITY_DN17326_c0_g1	TRINITY_DN167599_c0_g1
TRINITY_DN17333_c2_g1	TRINITY_DN167621_c0_g1
TRINITY_DN17366_c0_g1	TRINITY_DN167634_c0_g1
TRINITY_DN17379_c0_g1	TRINITY_DN167639_c0_g1
TRINITY_DN17382_c0_g3	TRINITY_DN167646_c0_g1
TRINITY_DN17413_c0_g2	TRINITY_DN167649_c0_g1
TRINITY_DN17420_c1_g1	TRINITY_DN167652_c0_g1
TRINITY_DN17459_c0_g1	TRINITY_DN167659_c0_g1
TRINITY_DN17511_c0_g2	TRINITY_DN167671_c0_g1
TRINITY_DN17514_c1_g1	TRINITY_DN16784_c0_g1
TRINITY_DN17539_c0_g1	TRINITY_DN16784_c2_g1
TRINITY_DN17615_c1_g3	TRINITY_DN16796_c1_g3
TRINITY_DN17635_c0_g2	TRINITY_DN16801_c0_g1
TRINITY_DN17636_c1_g1	TRINITY_DN16841_c0_g2
TRINITY_DN1764_c2_g1	TRINITY_DN16886_c0_g2
TRINITY_DN17761_c0_g1	TRINITY_DN16891_c1_g2
TRINITY_DN17805_c0_g1	TRINITY_DN16909_c0_g1
TRINITY_DN1783_c2_g1	TRINITY_DN16924_c0_g1
TRINITY_DN17874_c0_g1	TRINITY_DN16929_c0_g1
TRINITY_DN1787_c1_g1	TRINITY_DN16960_c0_g1
TRINITY_DN17913_c1_g1	TRINITY_DN16960_c0_g2
TRINITY_DN17928_c0_g2	TRINITY_DN16970_c0_g2
TRINITY_DN17952_c1_g1	TRINITY_DN17029_c0_g3
TRINITY_DN17958_c0_g1	TRINITY_DN17068_c1_g1
TRINITY_DN17973_c0_g1	TRINITY_DN17098_c3_g1
TRINITY_DN17974_c0_g2	TRINITY_DN17121_c0_g3
TRINITY_DN18002_c0_g1	TRINITY_DN17210_c0_g1
TRINITY_DN18032_c5_g1	TRINITY_DN17232_c0_g1
TRINITY_DN18036_c0_g4	TRINITY_DN17257_c0_g2
TRINITY_DN18036_c0_g5	TRINITY_DN17258_c1_g1
TRINITY_DN18070_c0_g2	TRINITY_DN17293_c1_g1
TRINITY_DN18075_c2_g1	TRINITY_DN17293_c1_g2
TRINITY_DN18118_c0_g1	TRINITY_DN17295_c1_g1
TRINITY_DN18178_c0_g4	TRINITY_DN17295_c1_g4
TRINITY_DN18178_c1_g1	TRINITY_DN17309_c2_g1
TRINITY_DN18206_c0_g1	TRINITY_DN17314_c0_g4
TRINITY_DN18238_c4_g1	TRINITY_DN17350_c1_g1
TRINITY_DN18240_c0_g1	TRINITY_DN17381_c0_g2
TRINITY_DN18245_c1_g3	TRINITY_DN17399_c0_g1
TRINITY_DN18261_c0_g4	TRINITY_DN17401_c0_g2
TRINITY_DN18293_c0_g1	TRINITY_DN17406_c0_g1
TRINITY_DN18298_c0_g2	TRINITY_DN17431_c1_g1
TRINITY_DN1830_c1_g5	TRINITY_DN17437_c0_g3
TRINITY_DN18311_c1_g1	TRINITY_DN17438_c0_g4
TRINITY_DN18312_c0_g1	TRINITY_DN17438_c1_g4
TRINITY_DN18335_c0_g1	TRINITY_DN17505_c0_g1
TRINITY_DN18347_c0_g1	TRINITY_DN17552_c1_g1
TRINITY_DN18390_c2_g1	TRINITY_DN17615_c1_g4
TRINITY_DN18399_c0_g5	TRINITY_DN17639_c0_g1
TRINITY_DN18399_c4_g1	TRINITY_DN17646_c0_g2
TRINITY_DN1840_c0_g2	TRINITY_DN1764_c0_g2
TRINITY_DN18443_c0_g1	TRINITY_DN17674_c1_g1
TRINITY_DN18451_c1_g1	TRINITY_DN17679_c0_g1
TRINITY_DN18496_c1_g1	TRINITY_DN17679_c2_g1
TRINITY_DN18510_c0_g6	TRINITY_DN17699_c0_g3
TRINITY_DN18511_c0_g1	TRINITY_DN1769_c5_g1
TRINITY_DN18544_c0_g1	TRINITY_DN176_c2_g1
TRINITY_DN18558_c2_g1	TRINITY_DN17708_c0_g3
TRINITY_DN18561_c0_g1	TRINITY_DN17741_c0_g1
TRINITY_DN18636_c0_g2	TRINITY_DN17761_c3_g1
TRINITY_DN18659_c0_g1	TRINITY_DN17776_c0_g2
TRINITY_DN18675_c0_g1	TRINITY_DN17810_c0_g1
TRINITY_DN18675_c0_g3	TRINITY_DN17828_c1_g1
TRINITY_DN18682_c0_g2	TRINITY_DN17845_c0_g1
TRINITY_DN18687_c0_g1	TRINITY_DN17877_c0_g2
TRINITY_DN18689_c0_g1	TRINITY_DN17918_c0_g1
TRINITY_DN18698_c0_g2	TRINITY_DN17944_c0_g1
TRINITY_DN1869_c0_g2	TRINITY_DN17982_c0_g2
TRINITY_DN1869_c1_g1	TRINITY_DN18032_c3_g1
TRINITY_DN18709_c1_g1	TRINITY_DN18037_c0_g1
TRINITY_DN18717_c1_g1	TRINITY_DN18049_c4_g1
TRINITY_DN18719_c1_g1	TRINITY_DN18071_c0_g1
TRINITY_DN18725_c1_g1	TRINITY_DN18095_c0_g2
TRINITY_DN18729_c0_g2	TRINITY_DN18146_c0_g1
TRINITY_DN18735_c0_g8	TRINITY_DN18146_c0_g2
TRINITY_DN18790_c0_g2	TRINITY_DN18165_c0_g1
TRINITY_DN18790_c1_g1	TRINITY_DN18194_c0_g1
TRINITY_DN18799_c0_g2	TRINITY_DN18233_c0_g4
TRINITY_DN18830_c0_g4	TRINITY_DN18233_c2_g2
TRINITY_DN18830_c0_g5	TRINITY_DN1823_c2_g1
TRINITY_DN18836_c0_g3	TRINITY_DN18261_c0_g2
TRINITY_DN18843_c0_g2	TRINITY_DN18263_c0_g1
TRINITY_DN18871_c0_g1	TRINITY_DN18275_c2_g1
TRINITY_DN18920_c0_g2	TRINITY_DN18291_c0_g1
TRINITY_DN18963_c1_g1	TRINITY_DN18309_c0_g1
TRINITY_DN18967_c0_g3	TRINITY_DN18338_c0_g1
TRINITY_DN18980_c0_g1	TRINITY_DN18339_c0_g1
TRINITY_DN18984_c1_g1	TRINITY_DN18354_c1_g1
TRINITY_DN18997_c2_g1	TRINITY_DN18355_c0_g1
TRINITY_DN18_c0_g3	TRINITY_DN18393_c0_g2
TRINITY_DN19006_c0_g1	TRINITY_DN18399_c0_g4
TRINITY_DN19007_c0_g2	TRINITY_DN18405_c1_g1
TRINITY_DN19028_c1_g1	TRINITY_DN18414_c0_g2
TRINITY_DN1908_c3_g1	TRINITY_DN18428_c1_g1
TRINITY_DN19097_c0_g1	TRINITY_DN18461_c0_g2
TRINITY_DN19102_c0_g3	TRINITY_DN18491_c0_g1
TRINITY_DN19106_c0_g2	TRINITY_DN18496_c2_g1
TRINITY_DN19116_c0_g3	TRINITY_DN18503_c0_g1
TRINITY_DN19118_c1_g3	TRINITY_DN18522_c0_g2
TRINITY_DN19185_c1_g3	TRINITY_DN18588_c0_g4
TRINITY_DN19189_c0_g1	TRINITY_DN18593_c1_g1
TRINITY_DN19192_c0_g1	TRINITY_DN185_c0_g2
TRINITY_DN19200_c2_g1	TRINITY_DN18622_c0_g1
TRINITY_DN19376_c1_g1	TRINITY_DN18656_c2_g1
TRINITY_DN19380_c1_g1	TRINITY_DN18658_c0_g2
TRINITY_DN19457_c0_g2	TRINITY_DN18722_c2_g1
TRINITY_DN19476_c0_g1	TRINITY_DN1872_c0_g3
TRINITY_DN19486_c0_g2	TRINITY_DN18737_c1_g1
TRINITY_DN194_c0_g2	TRINITY_DN18819_c0_g2
TRINITY_DN194_c1_g3	TRINITY_DN18826_c1_g1
TRINITY_DN19531_c1_g1	TRINITY_DN18836_c0_g2
TRINITY_DN19531_c3_g1	TRINITY_DN18842_c1_g1
TRINITY_DN19549_c1_g3	TRINITY_DN1884_c5_g1
TRINITY_DN19556_c1_g3	TRINITY_DN18933_c0_g4
TRINITY_DN19591_c1_g1	TRINITY_DN18947_c2_g1
TRINITY_DN19596_c0_g2	TRINITY_DN18955_c1_g1
TRINITY_DN19596_c2_g1	TRINITY_DN1895_c4_g1
TRINITY_DN19622_c0_g1	TRINITY_DN19024_c0_g2
TRINITY_DN19649_c0_g1	TRINITY_DN19050_c0_g1
TRINITY_DN19697_c0_g1	TRINITY_DN19056_c0_g1
TRINITY_DN19730_c0_g2	TRINITY_DN19071_c0_g3
TRINITY_DN19734_c1_g1	TRINITY_DN19079_c1_g1
TRINITY_DN19734_c1_g2	TRINITY_DN19171_c0_g1
TRINITY_DN19741_c1_g1	TRINITY_DN19185_c1_g1
TRINITY_DN19763_c0_g2	TRINITY_DN19200_c3_g1
TRINITY_DN19785_c0_g1	TRINITY_DN19211_c0_g2
TRINITY_DN19786_c1_g1	TRINITY_DN19222_c1_g3
TRINITY_DN1978_c1_g1	TRINITY_DN19241_c0_g1
TRINITY_DN19791_c0_g1	TRINITY_DN19248_c1_g1
TRINITY_DN19872_c0_g1	TRINITY_DN19249_c0_g2
TRINITY_DN19872_c0_g2	TRINITY_DN19300_c1_g1
TRINITY_DN19887_c0_g5	TRINITY_DN19304_c1_g3
TRINITY_DN19904_c1_g1	TRINITY_DN19313_c0_g1
TRINITY_DN19908_c0_g1	TRINITY_DN19325_c0_g1
TRINITY_DN19922_c1_g1	TRINITY_DN19339_c0_g2
TRINITY_DN19924_c1_g1	TRINITY_DN1936_c0_g3
TRINITY_DN19964_c0_g8	TRINITY_DN19370_c1_g1
TRINITY_DN19969_c1_g3	TRINITY_DN19422_c0_g1
TRINITY_DN19969_c2_g1	TRINITY_DN1944_c1_g1
TRINITY_DN19972_c0_g1	TRINITY_DN19477_c0_g3
TRINITY_DN19973_c2_g1	TRINITY_DN1948_c0_g3
TRINITY_DN19_c0_g3	TRINITY_DN19492_c0_g2
TRINITY_DN20022_c1_g2	TRINITY_DN19503_c1_g1
TRINITY_DN20029_c0_g1	TRINITY_DN19508_c0_g2
TRINITY_DN20053_c1_g2	TRINITY_DN19522_c0_g2
TRINITY_DN20053_c2_g1	TRINITY_DN19528_c0_g1
TRINITY_DN20059_c1_g1	TRINITY_DN19536_c0_g3
TRINITY_DN20099_c0_g1	TRINITY_DN19549_c3_g1
TRINITY_DN20140_c1_g1	TRINITY_DN19579_c0_g1
TRINITY_DN20165_c0_g2	TRINITY_DN19603_c0_g2
TRINITY_DN20174_c0_g2	TRINITY_DN19619_c2_g1
TRINITY_DN20272_c0_g1	TRINITY_DN19651_c1_g3
TRINITY_DN20282_c0_g1	TRINITY_DN19655_c2_g1
TRINITY_DN20333_c1_g2	TRINITY_DN19681_c0_g2
TRINITY_DN20344_c1_g1	TRINITY_DN19681_c2_g1
TRINITY_DN20350_c0_g1	TRINITY_DN19682_c0_g2
TRINITY_DN20371_c0_g1	TRINITY_DN19711_c2_g1
TRINITY_DN2037_c5_g1	TRINITY_DN19716_c1_g1
TRINITY_DN20394_c1_g2	TRINITY_DN19779_c0_g3
TRINITY_DN20445_c1_g1	TRINITY_DN19809_c1_g1
TRINITY_DN20456_c1_g1	TRINITY_DN19817_c0_g1
TRINITY_DN2046_c2_g1	TRINITY_DN19820_c0_g1
TRINITY_DN20477_c1_g2	TRINITY_DN19823_c0_g1
TRINITY_DN20494_c0_g1	TRINITY_DN19830_c0_g2
TRINITY_DN20497_c0_g1	TRINITY_DN19836_c0_g2
TRINITY_DN20514_c2_g1	TRINITY_DN19887_c2_g1
TRINITY_DN2053_c1_g1	TRINITY_DN19915_c0_g2
TRINITY_DN20547_c1_g1	TRINITY_DN19973_c0_g3
TRINITY_DN20552_c0_g2	TRINITY_DN19981_c0_g2
TRINITY_DN20554_c0_g2	TRINITY_DN19983_c0_g2
TRINITY_DN20571_c0_g3	TRINITY_DN20068_c1_g1
TRINITY_DN20571_c0_g4	TRINITY_DN20210_c0_g1
TRINITY_DN20590_c2_g1	TRINITY_DN20253_c1_g1
TRINITY_DN20605_c0_g1	TRINITY_DN20316_c0_g1
TRINITY_DN20618_c1_g3	TRINITY_DN20333_c1_g1
TRINITY_DN20643_c0_g3	TRINITY_DN20333_c3_g1
TRINITY_DN20643_c2_g1	TRINITY_DN20338_c0_g1
TRINITY_DN20693_c1_g3	TRINITY_DN20344_c0_g1
TRINITY_DN20695_c0_g2	TRINITY_DN20432_c1_g1
TRINITY_DN20721_c1_g1	TRINITY_DN20482_c0_g2
TRINITY_DN20731_c1_g2	TRINITY_DN20489_c0_g1
TRINITY_DN20731_c1_g3	TRINITY_DN20527_c0_g1
TRINITY_DN20741_c0_g1	TRINITY_DN20541_c0_g2
TRINITY_DN20770_c0_g1	TRINITY_DN20554_c0_g3
TRINITY_DN20775_c0_g4	TRINITY_DN20569_c0_g2
TRINITY_DN20787_c0_g1	TRINITY_DN20579_c1_g2
TRINITY_DN20801_c0_g1	TRINITY_DN20606_c0_g1
TRINITY_DN20803_c0_g4	TRINITY_DN2061_c0_g1
TRINITY_DN20828_c0_g1	TRINITY_DN20651_c0_g2
TRINITY_DN20831_c1_g1	TRINITY_DN20663_c1_g1
TRINITY_DN20848_c0_g1	TRINITY_DN20664_c0_g1
TRINITY_DN20884_c0_g2	TRINITY_DN20666_c0_g1
TRINITY_DN208_c6_g1	TRINITY_DN20682_c0_g1
TRINITY_DN20949_c0_g1	TRINITY_DN20693_c0_g1
TRINITY_DN2094_c3_g1	TRINITY_DN20695_c0_g1
TRINITY_DN20950_c0_g1	TRINITY_DN20702_c0_g1
TRINITY_DN20951_c0_g2	TRINITY_DN20704_c1_g1
TRINITY_DN20962_c0_g3	TRINITY_DN20710_c0_g1
TRINITY_DN2099_c2_g1	TRINITY_DN20714_c0_g1
TRINITY_DN21037_c0_g2	TRINITY_DN20720_c0_g2
TRINITY_DN21058_c0_g1	TRINITY_DN20775_c3_g1
TRINITY_DN21066_c0_g3	TRINITY_DN2079_c2_g1
TRINITY_DN21106_c0_g1	TRINITY_DN20806_c0_g1
TRINITY_DN21127_c0_g1	TRINITY_DN20865_c0_g1
TRINITY_DN21127_c2_g1	TRINITY_DN20870_c0_g2
TRINITY_DN21136_c0_g1	TRINITY_DN2094_c4_g1
TRINITY_DN21148_c0_g1	TRINITY_DN20982_c2_g1
TRINITY_DN2114_c1_g4	TRINITY_DN20995_c0_g2
TRINITY_DN21169_c0_g1	TRINITY_DN21004_c0_g2
TRINITY_DN21191_c1_g1	TRINITY_DN21009_c0_g1
TRINITY_DN21215_c0_g3	TRINITY_DN21058_c2_g1
TRINITY_DN21216_c0_g2	TRINITY_DN21088_c0_g2
TRINITY_DN21237_c0_g2	TRINITY_DN21089_c3_g1
TRINITY_DN21255_c1_g1	TRINITY_DN21104_c0_g2
TRINITY_DN21255_c2_g1	TRINITY_DN2112_c2_g1
TRINITY_DN21264_c2_g1	TRINITY_DN21140_c0_g3
TRINITY_DN21306_c0_g5	TRINITY_DN21151_c0_g1
TRINITY_DN21332_c1_g3	TRINITY_DN21167_c1_g3
TRINITY_DN21334_c1_g2	TRINITY_DN21176_c0_g1
TRINITY_DN21336_c0_g2	TRINITY_DN21182_c0_g2
TRINITY_DN21346_c0_g3	TRINITY_DN21186_c0_g1
TRINITY_DN21349_c1_g1	TRINITY_DN21187_c0_g2
TRINITY_DN21425_c0_g1	TRINITY_DN21188_c0_g1
TRINITY_DN21458_c0_g2	TRINITY_DN21215_c1_g2
TRINITY_DN21458_c1_g1	TRINITY_DN21238_c2_g1
TRINITY_DN21461_c1_g1	TRINITY_DN21264_c1_g1
TRINITY_DN21478_c0_g1	TRINITY_DN21278_c1_g1
TRINITY_DN21504_c0_g2	TRINITY_DN212_c1_g1
TRINITY_DN21514_c0_g2	TRINITY_DN21300_c1_g1
TRINITY_DN2155_c2_g1	TRINITY_DN21326_c0_g3
TRINITY_DN21563_c0_g1	TRINITY_DN21339_c3_g1
TRINITY_DN21601_c0_g1	TRINITY_DN21344_c1_g1
TRINITY_DN21611_c1_g1	TRINITY_DN21362_c0_g1
TRINITY_DN2162_c0_g1	TRINITY_DN21390_c1_g1
TRINITY_DN21659_c0_g2	TRINITY_DN21402_c0_g1
TRINITY_DN21659_c4_g1	TRINITY_DN21422_c1_g1
TRINITY_DN21677_c0_g3	TRINITY_DN21450_c2_g1
TRINITY_DN21677_c0_g5	TRINITY_DN21450_c3_g1
TRINITY_DN21680_c0_g2	TRINITY_DN21458_c0_g3
TRINITY_DN21685_c2_g1	TRINITY_DN21458_c0_g4
TRINITY_DN21755_c1_g1	TRINITY_DN21466_c0_g3
TRINITY_DN21777_c0_g2	TRINITY_DN21470_c0_g1
TRINITY_DN21789_c1_g1	TRINITY_DN2148_c2_g1
TRINITY_DN21791_c1_g1	TRINITY_DN21518_c0_g3
TRINITY_DN2180_c1_g1	TRINITY_DN21535_c0_g1
TRINITY_DN2182_c0_g1	TRINITY_DN21565_c0_g2
TRINITY_DN21844_c0_g3	TRINITY_DN21599_c0_g3
TRINITY_DN21861_c0_g2	TRINITY_DN21633_c0_g2
TRINITY_DN21880_c1_g1	TRINITY_DN21652_c0_g2
TRINITY_DN21888_c0_g1	TRINITY_DN21661_c0_g2
TRINITY_DN21931_c0_g1	TRINITY_DN21733_c0_g1
TRINITY_DN21935_c0_g2	TRINITY_DN21764_c1_g1
TRINITY_DN21937_c0_g2	TRINITY_DN21791_c2_g4
TRINITY_DN21942_c0_g1	TRINITY_DN21830_c0_g2
TRINITY_DN21947_c0_g1	TRINITY_DN21858_c0_g1
TRINITY_DN21985_c0_g1	TRINITY_DN21861_c1_g1
TRINITY_DN22006_c0_g1	TRINITY_DN2187_c0_g2
TRINITY_DN2201_c0_g2	TRINITY_DN21888_c0_g2
TRINITY_DN2201_c0_g3	TRINITY_DN21897_c0_g1
TRINITY_DN22036_c0_g1	TRINITY_DN21914_c1_g1
TRINITY_DN22039_c0_g1	TRINITY_DN21919_c0_g1
TRINITY_DN22068_c1_g1	TRINITY_DN21928_c0_g1
TRINITY_DN22123_c1_g3	TRINITY_DN21966_c0_g1
TRINITY_DN22126_c0_g2	TRINITY_DN21992_c1_g1
TRINITY_DN22156_c0_g1	TRINITY_DN22001_c1_g1
TRINITY_DN22160_c1_g1	TRINITY_DN22001_c3_g1
TRINITY_DN22163_c0_g1	TRINITY_DN22044_c0_g1
TRINITY_DN22181_c0_g2	TRINITY_DN22081_c0_g1
TRINITY_DN22183_c1_g1	TRINITY_DN22095_c0_g1
TRINITY_DN22192_c0_g2	TRINITY_DN22123_c1_g2
TRINITY_DN22214_c0_g2	TRINITY_DN22126_c1_g1
TRINITY_DN22218_c2_g1	TRINITY_DN22131_c0_g1
TRINITY_DN22237_c0_g4	TRINITY_DN22134_c0_g1
TRINITY_DN22241_c1_g1	TRINITY_DN22150_c0_g1
TRINITY_DN22264_c0_g4	TRINITY_DN22191_c0_g1
TRINITY_DN22265_c1_g1	TRINITY_DN22194_c0_g1
TRINITY_DN22286_c1_g1	TRINITY_DN22198_c1_g3
TRINITY_DN22287_c0_g2	TRINITY_DN22230_c0_g1
TRINITY_DN22346_c0_g1	TRINITY_DN22236_c0_g2
TRINITY_DN22349_c0_g1	TRINITY_DN22240_c1_g1
TRINITY_DN22361_c0_g2	TRINITY_DN22246_c1_g1
TRINITY_DN22386_c2_g1	TRINITY_DN22252_c0_g2
TRINITY_DN22388_c0_g2	TRINITY_DN22256_c1_g1
TRINITY_DN22391_c0_g1	TRINITY_DN22286_c0_g1
TRINITY_DN22392_c0_g2	TRINITY_DN22312_c0_g1
TRINITY_DN22394_c0_g2	TRINITY_DN22316_c2_g1
TRINITY_DN22397_c0_g1	TRINITY_DN22323_c1_g1
TRINITY_DN22398_c0_g1	TRINITY_DN22323_c2_g1
TRINITY_DN22407_c1_g1	TRINITY_DN2232_c2_g1
TRINITY_DN22413_c1_g1	TRINITY_DN22341_c0_g2
TRINITY_DN22470_c0_g1	TRINITY_DN22380_c0_g1
TRINITY_DN22471_c0_g1	TRINITY_DN22388_c0_g3
TRINITY_DN22491_c0_g1	TRINITY_DN22404_c0_g2
TRINITY_DN22507_c0_g1	TRINITY_DN22415_c0_g1
TRINITY_DN22528_c0_g3	TRINITY_DN22432_c0_g1
TRINITY_DN22555_c1_g3	TRINITY_DN2243_c0_g2
TRINITY_DN22562_c0_g2	TRINITY_DN22444_c0_g1
TRINITY_DN2259_c1_g1	TRINITY_DN22463_c0_g3
TRINITY_DN22627_c0_g1	TRINITY_DN22496_c0_g1
TRINITY_DN22628_c0_g3	TRINITY_DN22590_c0_g1
TRINITY_DN22662_c2_g1	TRINITY_DN22593_c0_g1
TRINITY_DN22687_c0_g1	TRINITY_DN22628_c0_g2
TRINITY_DN2268_c2_g2	TRINITY_DN22639_c0_g3
TRINITY_DN22691_c0_g2	TRINITY_DN22706_c0_g1
TRINITY_DN22698_c0_g1	TRINITY_DN22713_c0_g2
TRINITY_DN2275_c3_g1	TRINITY_DN22729_c0_g1
TRINITY_DN22766_c0_g1	TRINITY_DN22748_c0_g1
TRINITY_DN22768_c0_g2	TRINITY_DN22752_c0_g1
TRINITY_DN22771_c0_g1	TRINITY_DN22757_c0_g1
TRINITY_DN22806_c0_g2	TRINITY_DN22767_c0_g1
TRINITY_DN22819_c2_g1	TRINITY_DN22773_c1_g1
TRINITY_DN2287_c2_g1	TRINITY_DN22774_c0_g1
TRINITY_DN2287_c3_g1	TRINITY_DN22792_c0_g1
TRINITY_DN22954_c0_g2	TRINITY_DN22796_c0_g1
TRINITY_DN22962_c1_g1	TRINITY_DN22816_c1_g1
TRINITY_DN22981_c0_g1	TRINITY_DN22825_c0_g2
TRINITY_DN22999_c0_g1	TRINITY_DN22895_c0_g2
TRINITY_DN23019_c0_g1	TRINITY_DN22896_c0_g1
TRINITY_DN23027_c3_g1	TRINITY_DN22918_c0_g1
TRINITY_DN23028_c1_g1	TRINITY_DN22919_c0_g1
TRINITY_DN23056_c0_g2	TRINITY_DN22935_c0_g2
TRINITY_DN2305_c0_g1	TRINITY_DN22954_c0_g1
TRINITY_DN23080_c0_g1	TRINITY_DN22982_c1_g1
TRINITY_DN23095_c0_g2	TRINITY_DN23008_c0_g1
TRINITY_DN23117_c1_g1	TRINITY_DN23033_c0_g4
TRINITY_DN23123_c0_g2	TRINITY_DN23035_c0_g2
TRINITY_DN23124_c3_g1	TRINITY_DN23055_c0_g1
TRINITY_DN23156_c0_g1	TRINITY_DN23055_c0_g3
TRINITY_DN23171_c0_g1	TRINITY_DN23062_c0_g1
TRINITY_DN23194_c0_g2	TRINITY_DN23081_c0_g1
TRINITY_DN23196_c0_g4	TRINITY_DN23081_c0_g4
TRINITY_DN23230_c2_g1	TRINITY_DN23083_c2_g1
TRINITY_DN23233_c0_g1	TRINITY_DN2308_c2_g1
TRINITY_DN23233_c0_g3	TRINITY_DN230_c2_g2
TRINITY_DN23258_c0_g1	TRINITY_DN23100_c0_g2
TRINITY_DN23260_c0_g1	TRINITY_DN23105_c0_g2
TRINITY_DN23260_c1_g1	TRINITY_DN23117_c1_g2
TRINITY_DN23261_c0_g2	TRINITY_DN23127_c0_g1
TRINITY_DN23273_c1_g1	TRINITY_DN23137_c0_g1
TRINITY_DN23278_c1_g2	TRINITY_DN23141_c0_g1
TRINITY_DN23282_c2_g1	TRINITY_DN23213_c1_g1
TRINITY_DN23285_c0_g1	TRINITY_DN23223_c0_g1
TRINITY_DN23286_c1_g1	TRINITY_DN23263_c1_g1
TRINITY_DN23294_c0_g1	TRINITY_DN23264_c0_g1
TRINITY_DN23345_c0_g1	TRINITY_DN23278_c1_g3
TRINITY_DN23372_c1_g1	TRINITY_DN23311_c0_g1
TRINITY_DN23378_c0_g1	TRINITY_DN23316_c1_g1
TRINITY_DN23380_c0_g2	TRINITY_DN23319_c1_g1
TRINITY_DN23405_c0_g1	TRINITY_DN23323_c0_g2
TRINITY_DN23441_c0_g1	TRINITY_DN23330_c0_g2
TRINITY_DN23463_c0_g2	TRINITY_DN23354_c1_g1
TRINITY_DN23463_c0_g3	TRINITY_DN23372_c0_g1
TRINITY_DN23479_c1_g1	TRINITY_DN23375_c1_g2
TRINITY_DN23487_c0_g2	TRINITY_DN233_c3_g1
TRINITY_DN23500_c0_g3	TRINITY_DN23410_c1_g1
TRINITY_DN23551_c0_g1	TRINITY_DN23411_c1_g1
TRINITY_DN23554_c0_g1	TRINITY_DN23417_c0_g1
TRINITY_DN23563_c0_g1	TRINITY_DN23422_c0_g1
TRINITY_DN23607_c1_g1	TRINITY_DN23427_c0_g1
TRINITY_DN23616_c0_g2	TRINITY_DN23438_c0_g1
TRINITY_DN23616_c0_g3	TRINITY_DN23441_c0_g3
